title,description,status,update_log,Resource
Asgari Ücret Tespit Komisyonu ilk toplantısını yaptı,"İşçi, işveren ve hükümet temsilcilerinden oluşan Asgari Ücret Tespit Komisyonu, yeni yılda geçerli olacak asgari ücret rakamını belirlemek üzere ilk toplantısını tamamladı.",1,X,TRT
Videoda kafası bedeninden ayrılan kişinin Cemal Kaşıkçı oldu,"Videoda kafası bedeninden baltayla ayrılırken görülen kişinin Suudi Arabistan vatandaşı, gazeteci Cemal Kaşıkçı olduğu iddia edildi.",0,√,TeyitOrg-False
Venezuela Devlet Başkanı Maduro: Erdoğan'ı çok seviyoruz,"Venezuela Devlet Başkanı Nicolas Maduro, ""Cumhurbaşkanı Erdoğan'ı ülkemizin büyük bir kardeşi olarak görüyoruz. Türk halkı bilmeli ki Erdoğan'ı çok seviyoruz çünkü o iyiliksever ve koca yüreklidir."" dedi.",1,X,TRT
e-Nabız'da depremde yakınlarına ulaşamayanlar için yeni özellik,"e-Nabız uygulamasındaki Doğal Afet Bilgilendirme alanına, kullanıcıların deprem nedeniyle ulaşamadığı 1. ve 2. derece yakınlarına ait fotoğrafları yükleme özelliği eklendi.",1,X,TRT
Japonya Başbakanının salgın nedeniyle ekonomi bozuldu diye istifa etti,"Japonya Başbakanı Şinzo Abe, ülke ekonomisi salgından kötü etkilendiği için değil, kişisel sağlık sorunları sebebiyle istifa etti.",0,√,TeyitOrg-False
Gökçeada'da rüşvet soruşturması: Belediye Başkanı tutuklandı,"Çanakkale'nin Gökçeada ilçesinde yolsuzluk ve rüşvet iddiasıyla düzenlenen operasyonda gözaltına alınan şüphelilerden, Belediye Başkanı Ünal Çetin'in de aralarında olduğu 3'ü tutuklandı.",1,X,TRT
Dünya gündemi 'TRT World Forum 2022'de tartışılacak,"Bu yıl İstanbul’da 9-10 Aralık tarihlerinde “Geleceği Şekillendirmek: Belirsizlikler, Gerçekler ve Fırsatlar” temasıyla 6’ncısı düzenlenecek olan “TRT World Forum 2022” dünyanın dört bir yanından akademisyenler, gazeteciler, politikacılar ve sivil toplum kuruluşlarını bir araya getirerek küresel konuları masaya yatıracak.",1,X,TRT
TRT'deki bilim yarışmasında Organik Hoşaf projesinin birinci oldu,"Sosyal medyada TRT’nin düzenlediği bilim yarışmasında “Organik Hoşaf” projesinin ""Alzheimer Çipi"" projesini geride bırakarak birinci olduğu iddia edildi.",0,√,TeyitOrg-False
HDP'nin kapatılması istemli davada süreç işliyor,"Halkların Demokratik Partisi'nin (HDP) kapatılması istemiyle açılan davada Yargıtay Cumhuriyet Başsavcısı Bekir Şahin, yarın sözlü açıklama yapacak.",1,X,TRT
Görselin Milliyet Gazetesi'nin Atatürk Putu Kampanyası kupürünü gösterdi,“Put” ifadesi fotoğrafa sonradan montajlanmış. Gazete kupürünün orijinalinde “Milliyet’in Atatürk Heykeli Kampanyası” ifadesinin yer aldığı 6 Aralık 1963 tarihli gazeteden anlaşılıyor. ,0,√,TeyitOrg-False
Beyaz eşya şirketi Profilo’nun iflas etti,"Jak Kamhi'nin 1971'de kurduğu Profilo, 1996 yılından beri Alman BSH grubu bünyesinde. İflası açıklananlar ise, Profilo Holding Anonim Şirketi ile Profilo Sanayi Anonim Şirketi.",0,√,TeyitOrg-False
Deprem bölgesinde 2 bin 72 psikososyal hizmet personeli görev yapıyor,"Aile ve Sosyal Hizmetler Bakanlığı'nın, Kahramanmaraş merkezli depremlerin ardından bölgeye 2 bin 72 psikososyal hizmet personeli gönderdiği bildirildi.",1,X,TRT
Fransa’da aşılı birinin ölümünün intihar olarak sınıflandı,"Fransa’da aşılı birinin ölümünün intihar olarak sınıflanıp sigortadan para ödenmediği doğru değil. Fransa’da ancak intihar sözleşmenin ilk yılı gerçekleşirse sigorta ödeme yapmıyor.
",0,√,TeyitOrg-False
Fotoğrafın Filistin’deki bir kampta bulunan Deniz Gezmiş’i gösterdi,Sosyal medyada paylaşılan fotoğrafın İsrail’e karşı savaşmak için Filistin’deki bir kampta bulunan Deniz Gezmiş’i gösterdiği iddia edilmişti ancak görsel 1964 yılından ve Kıbrıs'tan.,0,√,TeyitOrg-False
Memur ve emekli maaşlarına ilişkin kanun teklifi komisyonda görüşülecek,Memur ve emekli maaşlarına yapılacak yüzde 30 zamma ilişkin kanun teklifi pazartesi günü Plan Bütçe Komisyonu'nda yapılacak.,1,X,TRT
RTÜK'ten Nakşibendilik Sempozyumu'na kamu spotu izni,Haber sitelerinde yer alan RTÜK'ün Nakşibendilik Sempozyumu için kamu spotuna izin verdiği iddiaları doğru.,1,X,TeyitOrg-True
750 milyonluk hayali ihracat suç örgütüne rüşvet davası,"Rusya, Polonya ve Ukrayna dahil 6 ülkeye sözde ihracat yapıp devletten 750 milyon lira KDV iadesi alan suç örgütünün rüşvet ayağına yönelik yürütülen soruşturma tamamlandı. İçlerinde gümrük memurlarının da bulunduğu 29 sanık hakkında zincirleme rüşvet davası açıldı. Son yılların en yüksek hayali ihracatının detaylarına TRT Haber ulaştı.",1,X,TRT
Trump'ın Biden'a bıraktığı mektupta 'Joe biliyorsun ben kazandım' yazdı,"Donald Trump, yeni başkan Joe Biden’a “Joe biliyorsun ben kazandım” yazılı bir mektup bırakmadı. Trump'ın bıraktığı mektuptaki ifadeler kamuoyu ile paylaşılmadı ve görseldeki mektup gerçek değil. ",0,√,TeyitOrg-False
Detayları belli olan EYT teklifi Meclis'te,"Emeklilikte Yaşa Takılanlara ilişkin düzenlemeyi içeren kanun teklifi, Meclis Başkanlığına sunuldu. Bu hafta komisyonda görüşülecek teklifin önümüzdeki hafta Meclis Genel Kurulu'na gelmesi öngörülüyor.",1,X,TRT
Fotoğrafın koronavirüsten etkilenen insanları gösterdi,Sosyal medyada paylaşılan bir fotoğrafın geçtiğimiz haftalarda Çin’de ortaya çıkan koronavirüsten etkilenen insanları gösterdiği iddia edildi.,0,√,TeyitOrg-False
YÖK’ün 2020 bahar döneminin sona erdiğini açıkladı,"Yükseköğretim Kurulu’nun (YÖK) 2020 bahar döneminin sona erdiğini, eğitim ve sınavların uzaktan devam etmeyeceğini açıkladığı iddia edildi.",0,√,TeyitOrg-False
Sosyal yardım ödemeleri artışlı şekilde hesaplara yatırılacak,"Yapılan yeni düzenleme sonrasında, sosyal yardım programlarının aylık ödemeleri, artışlı şekilde hak sahiplerinin hesaplarına yatırılacak.",1,X,TRT
Fotoğrafın arkasında 'CHP'nin vatanseverliğine aldanma' yazan kamyonu gösterdi,"Sosyal medyada paylaşılan bir fotoğrafın arkasında “kışın güneşine, kızın gülüşüne, bir de CHP’nin vatanseverliğine aldanma dostum” yazdığı iddia edildi.",0,√,TeyitOrg-False
Cumhurbaşkanı Erdoğan: Ey Yunan sen uslu durduğun müddetçe bizim seninle işimiz yok,"Cumhurbaşkanı Erdoğan, KIZILELMA'nın seri üretime başladıktan sonra F-16'nın taşıdığı bombayı taşıyacağını söyleyerek, ""Yunan ne diyor şimdi; o çılgın Türkler ne yapıyor? Bunları ürkütmeye başladı. Diyorum ki 'Ey Yunan uslu durduğun müddetçe seninle işimiz yok. Yeter ki uslu dur"" dedi.",1,X,TRT
Sağlık Bakanlığı gizli ibaresiyle dolaşıma sokulan metni yayınlamadı,Sosyal medya ve WhatsApp'ta paylaşıma sunulan bir metnin Sağlık Bakanlığı'na ait olduğu belirtildi. Ancak iddia doğru değil.,0,X,TeyitOrg-False
HSK atamaları Resmi Gazete'de,Hakimler ve Savcılar Kurulu'nun adli ve idari yargıdaki atama kararnamesi Resmi Gazete'de yayımlandı.,1,X,TRT
Türkiye’nin İdlib’e ücretsiz elektrik sağladı,"Türkiye’den özel bir şirket, Suriye  Green Energy ile koordineli çalışarak Suriye’ye elektrik temin ediyor. Ancak bu hizmet ücretli.",0,√,TeyitOrg-False
YSK ekranında 7 bin sandık 3 milyon seçmen kayboldu,"Sosyal medyada dolaşan iki fotoğraf ile referandum günü YSK sisteminden 7 bin sandık, 3 milyon seçmenin yok oldu iddia edildi.",0,√,TeyitOrg-False
Fotoğrafın hamile kadının bulunduğu araca saldıran kişilerin baklava dükkanını gösterdi,"Sosyal medyada paylaşılan fotoğrafın hamile kadının bulunduğu araca saldıran kişilerin, baklava dükanını gösterdiği iddia edldi.",0,√,TeyitOrg-False
Cinsel saldırıya uğrayan kadın görüntüsünün Afganistan'dan oldu,"Görüntüler Taliban’ın kontrolü ele geçirdiği Afganistan’da değil, Pakistan’da kaydedilmiş. ",0,√,TeyitOrg-False
Fotoğrafların Sarıyer Spor Kulübü’nün otobüsüne yapılan taşlı saldırıyı gösterdi,"Sosyal medyada paylaşılan ve Sözcü, Sabah, Fanatik, CNNTürk, sitelerde de kullanılan fotoğrafların, Sarıyer SK’nın otobüsüne ait olduğu iddia edildi.",0,√,TeyitOrg-False
24 Aralık 2022'de Armağan Çağlayan'ın hayatını kaybetti,"Sosyal medyada paylaşılan gönderilerde, Armağan Çağlayan’ın hayatını kaybettiği öne sürüldü.",0,√,TeyitOrg-False
Bakan Akar: Önümüzdeki günlerde teknik heyetler üçlü toplantı yapacak,"Türkiye-Rusya-Suriye üçlü görüşmelerini değerlendiren Milli Savunma Bakanı Hulusi Akar, ""Önümüzdeki günlerde teknik heyetler yeniden bir araya gelecek"" dedi. Akar, ABD'den F-16 tedarik sürecinin olumlu ilerlediğini ancak artık somut adımlar beklediklerini belirtti.",1,X,TRT
Tunç Soyer'in geçici iskeleye ‘Agamemnon’ adını verdi,"İzmir’deki Pasaport İskelesi tadilatta olduğundan, Urla’dan geçici yüzer iskele getirildi. Bu geçici iskelenin adı değişmiş değil.  ",0,√,TeyitOrg-False
Fotoğrafın yedi yılda bir açan sabır çiçeğini gösterdi,Fotoğraftaki bitki sabır çiçeği değil. Hawaii’ye özgü Haleakala Maui gümüş kılıç bitkisini gösteriyor. Bitki yedi yılda bir çiçek açmıyor; 90 yıllık ömründe yalnız bir kez çiçek açıyor.,0,√,TeyitOrg-False
Covid-19 aşısının bazı gençlerde kalp iltihaplanmasına sebep oldu,"CDC, Covid-19 aşıları ile bazı gençlerde görülen kalp iltihaplanmaları arasında ilişki olduğuna dair bir yargıya varmış değil. ",0,√,TeyitOrg-False
ABD’nin Boğaziçi Üniversitesi’ne el koyabilecek,İddianın kaynağı olan belge kampüs arazisinin bağışına ilişkin bir mutabakat metni ve hukuki bağlayıcılığı yok.,0,√,TeyitOrg-False
Dolandırılan müşteri adına çekilen krediden banka sorumlu tutuldu,"Tüketici Mahkemesi, dolandırıcılar tarafından kopyalanan telefonundaki banka uygulaması üzerinden kredi çekilen Şevket Elmas'ın borçlu olmadığına karar verdi.",1,X,TRT
Bakan Akar: Yunan siyasiler uzlaşmaz ve kışkırtıcı tavırlarından derhal vazgeçmeli,"Milli Savunma Bakanı Hulusi Akar, Yunan siyasilerin iç politik amaçlarla uzlaşmaz ve kışkırtıcı tavırlarından derhal vazgeçmeleri, sağduyulu bir NATO müttefiki olarak davranmaları ve problemlerin diyalog yoluyla çözülmesine yoğunlaşmaları gerektiğini söyledi.",1,X,TRT
Hizmet binası taşındığı için Kanal İstanbul ÇED raporuna  itiraz edilemeyecek,"Sosyal medyada yer alan paylaşım ve bazı haberlerde, Kanal İstanbul’un ÇED raporuna itiraz dilekçelerinin taşınma nedeniyle kabul edilemeyeceği öne sürüldü.",0,√,TeyitOrg-False
Videonun Endonezya’da yaşanan yanardağ patlamasını gösterdi,DHA kaynaklı video Endonezya’nın Sinabung yanardağında meydana gelen patlamayı göstermiyor. Su altı volkan patlamasını gösteren bir simülasyondan alınmış.,0,√,TeyitOrg-False
Cumhurbaşkanı Yardımcısı Oktay konuşuyor,"Cumhurbaşkanı Yardımcısı Fuat Oktay, AFAD'da açıklamalarda bulunuyor.",1,X,TRT
İtalya Yüksek Sağlık Enstitüsü'nün Covid-19’dan ölenlerin sayısını düşürdü,"İtalya Ulusal Sağlık Enstitüsü 5 Ekim 2021 tarihinde yayınladığı rapor, Covid-19’dan ölenlerin ikincil hastalıklarını ortaya koyuyor. Rakamları düşürmüyor. ",0,√,TeyitOrg-False
Asrın felaketinde can kaybı 40 bin 689'a yükseldi,AFAD Başkanı Yunus Sezer Kahramanmaraş merkezli depremlerde 40 bin 689 kişinin hayatını kaybettiğini açıkladı.,1,X,TRT
Fotoğrafın Papa'nın Rothschild'in elini öptüğünü gösterdi,Sosyal medyada paylaşılan bir fotoğrafın Papa Francis’in iş adamı Rothschild’in elini öptüğü sırada çekildiği iddia edildi.,0,√,TeyitOrg-False
Pfizer-BioNTech aşısının yan etkisinin ölüm oldu,"Ölüm, aşı yan etkisi olarak değil “serious adverse events” yani ciddi olumsuz etki olarak eklenmiş. Bu ikisinin tıbbi anlamları tamamen farklı. ",0,√,TeyitOrg-False
Fotoğrafın Dünya Kupası'nda içki yasağının delindiğini gösterdi,"Görsel 2022 Dünya Kupası başlamadan aylar önce paylaşılmış.
",0,√,TeyitOrg-False
Görselin NASA’nın yeni bulduğu gezegene ait oldu,"NASA tarafından yeni bulunan gezegene ait olduğu iddia edilen görsel, bir yazılım tarafından oluşturulmuş.",0,√,TeyitOrg-False
Mısır Cumhurbaşkanı Sisi'den Cumhurbaşkanı Erdoğan'a 'geçmiş olsun' telefonu,"Mısır Cumhurbaşkanı Abdulfettah es-Sisi, Cumhurbaşkanı Recep Tayyip Erdoğan’ı telefonla arayarak Kahramanmaraş merkezli depremler dolayısıyla geçmiş olsun dileklerini iletti.",1,X,TRT
Covid-19 aşısı ve tedavisine ilişkin iddialar,"Covid-19 salgını neredeyse tüm dünyaya yayıldı. Salgınla ilgili endişeler büyürken, bilim insanları da hastalığın ilacı ve aşısını bulmak için çalışıyor.",0,X,TeyitOrg-False
Fotoğrafın Roma döneminden kalma bir güneş saatini gösterdi,"Fotoğraftaki güneş saati Roma döneminden değil, 19. yüzyıldan kalma. Saatin üzerinde Romen rakamlarıyla 1890 yazıyor.",0,√,TeyitOrg-False
Videonun Ukrayna’daki Kharkov’da bir hava saldırısını gösterdi,Video Moskova yakınlarında gerçekleştirilen eski tarihli bir alçak uçuşu gösteriyor. Güncel Rusya Ukrayna çatışmaları ile bir alakası yok.,0,√,TeyitOrg-False
Emine Erdoğan’ın ‘mangoyu kurutup saklayın’ diye bir tasarruf çağrısı yaptı,"Emine Erdoğan, mangonun çabuk bozulmasından şikayet eden Mali Cumhurbaşkanının eşi Aminata Keita’ya meyveyi kurutup saklamasını salık vermiş. 2015 yılında sarf edilen sözlerin güncel gıda enflasyonuyla ilgisi yok.",0,√,TeyitOrg-False
Fotoğrafın Nasreddin Hoca'nın heykelinin orijinal görüntüsü oldu,Sosyal medyada dolaşıma giren Nasreddin Hoca heykelinin bacakları manipülasyon yapılarak silinmiş.,0,√,TeyitOrg-False
Aamir Khan'ın LÖSEV'e 2 milyon dolar bağış yaptı,Sosyal medyada yer alan paylaşımlarda Bollywood yıldızı Aamir Khan’ın Lösemili Çocuklar Vakfı’na (LÖSEV)  2 milyon dolar bağış yaptığı iddia edildi.,0,√,TeyitOrg-False
Irak'ın kuzeyinde 2 terörist etkisiz hale getirildi,Irak'ın kuzeyinde Pençe-Kilit Operasyonu bölgesinde 2 PKK'lı terörist etkisiz hale getirildi.,1,X,TRT
TSK'nın mobil laboratuvarları halk sağlığı için deprem bölgesinde,"Türk Silahlı Kuvvetleri'nin (TSK) su ve gıda analizi yapan mobil gıda kontrol laboratuvarları, Kahramanmaraş merkezli depremlerden etkilenen bölgede görev yapıyor.",1,X,TRT
Bakan Çavuşoğlu: Suriye'den yoğun şekilde mülteci geldiği bilgisi doğru değil,"Dışişleri Bakanı Mevlüt Çavuşoğlu, Libya Dışişleri Bakanı Necla el-Menguş ile ortak basın toplantısında konuştu. ""Yoğun bir şekilde Suriye'den mülteci geliyor bilgisi doğru değil"" sözleriyle dezenformasyona tepki gösteren Çavuşoğlu, tek yönlü açık kapılardan insani yardım gönderildiğini belirtti.",1,X,TRT
İyi Parti Genel Başkanı Akşener: Tek adayla gitmeliyiz ve bu kişiyi kazandırmalıyız,"İyi Parti Genel Başkanı Meral Akşener, altılı masanın cumhurbaşkanlığı seçimine tek adayla girmesi gerektiğini belirterek, ""Ben adaylık düşünsem bunu diyemem. Diyorum ki 'Tek adayla gitmeliyiz ve bu kişiyi kazandırmalıyız, bu kişi kazanmalı.' Adını ne koyarsanız, ima falan yok."" dedi.",1,X,TRT
NASA pahalı uzay kalemleri geliştirirken Sovyetler Birliği kurşun kalem mi kullanıyordu?,"Sovyetler Birliği ve ABD arasındaki Soğuk Savaş döneminde, uzayda geçen mücadelenin en önemli hikâyelerinden biri astronotların kullandığı kalem üzerine.",0,X,TeyitOrg-False
Astronot kabartmasının binlerce yıl öncesinden olduğu ,Astronot kabartması İspanya’daki katedrale 1992 yılındaki restorasyon çalışmaları sırasında eklenmiş. Diğer heykel ve figürinler de başka zamanlarda başka sebeplerle üretilmiş.,0,√,TeyitOrg-False
ÖSYM 33 sözleşmeli bilişim personeli istihdam edecek,"Ölçme, Seçme ve Yerleştirme Merkezi (ÖSYM), 33 sözleşmeli bilişim personeli istihdam edecek. Sözlü sınav için başvurular 2 Şubat'a kadar yapılabilecek.",1,X,TRT
Elinde süt ve ekmek tutan çocuk fotoğrafının Ara Güler'e ait oldu,Sosyal medyada paylaşılan ve teyit.org'a ihbar olarak gönderilen elinde ekmek ve süt bulunan çocuk fotoğrafının Ara Güler’e ait olduğu iddia edildi.,0,√,TeyitOrg-False
İran eski cumhurbaşkanı Ahmedinejad'ın çobanlık yaptığını gösteren fotoğraf,Sosyal medya paylaşılan bir fotoğrafla İran Eski Cumhurbaşkanı Mahmud Ahmedinejad’ın emekli olduktan sonra köyünde çobanlık yaptığı iddia edildi.,0,X,TeyitOrg-False
Gri listeye iki çizik daha,"Eren Abluka Sonbahar-Kış-15 operasyonunda etkisiz hale getirilen 3 teröristten 2’sinin gri kategoride olduğu belirlenirken, PKK’nın sözde Gabar cephesi takım sorumlusu tutuklandı.",1,X,TRT
EGM asayiş suçlarına karşı önlemini alıyor,"Emniyet Genel Müdürlüğü, 73 bin 243 personelle deprem bölgesinde görev başında. Polisler, işlenebilecek muhtemel asayiş suçları için önlemlerini alıyor.",1,X,TRT
Bayburt’ta yapılacak havalimanının 2 milyon yolcu garantili oldu,Sosyal medyada paylaşılan ve Teyit'e ihbar olarak gönderilen bir iddiaya göre Bayburt Havalimanı’nın inşaatına 2 milyon yolcu garantisi verilerek başlandı.,0,√,TeyitOrg-False
Harita Çin’de koronavirüs sebebiyle 50 bin kişi yakıldığını göstermiyor,"Ne sülfürdioksit bir yerde kitlesel olarak ceset yakılıp yakılmadığını anlamak için doğru metrik, ne de rakamlar birbirini tutuyor. ",0,X,TeyitOrg-False
Fotoğrafın Edirne’de yaptırılan soğuk bira hayratını gösterdi,"Malatya’da çekilen ‘bira hayratı’ fotoğrafı, mizah amacıyla paylaşılmış. Bira şişesi, su çeşmesinin üzerine sonradan yerleştirilmiş.",0,√,TeyitOrg-False
